Date,RY_15y,15s-20s
05/04/2017,-1.978,3.402
05/03/2017,-2.037,3.911
05/02/2017,-2.056,3.918
04/28/2017,-2.079,3.617
04/27/2017,-2.018,3.709
04/26/2017,-2.040,3.749
04/25/2017,-2.053,3.882
04/24/2017,-2.076,3.635
04/21/2017,-2.104,3.133
04/20/2017,-2.100,2.848
04/19/2017,-2.113,2.780
04/18/2017,-2.137,3.097
04/13/2017,-2.195,2.963
04/12/2017,-2.227,2.345
04/11/2017,-2.219,2.773
04/10/2017,-2.167,3.627
04/07/2017,-2.145,3.971
04/06/2017,-2.138,3.736
04/05/2017,-2.118,5.266
04/04/2017,-2.110,6.070
04/03/2017,-2.079,6.148
03/31/2017,-2.038,5.984
03/30/2017,-2.010,5.911
03/29/2017,-1.997,5.199
03/28/2017,-1.995,5.526
03/27/2017,-2.007,5.847
03/24/2017,-1.989,5.277
03/23/2017,-1.967,5.723
03/22/2017,-2.002,5.730
03/21/2017,-1.958,5.424
03/20/2017,-1.962,5.143
03/17/2017,-1.927,5.730
03/16/2017,-1.985,4.983
03/15/2017,-2.018,5.543
03/14/2017,-2.019,5.017
03/13/2017,-2.008,4.104
03/10/2017,-1.992,4.577
03/09/2017,-2.004,4.519
03/08/2017,-2.015,4.371
03/07/2017,-2.026,4.569
03/06/2017,-1.992,4.128
03/03/2017,-1.997,4.205
03/02/2017,-2.048,4.364
03/01/2017,-2.060,3.593
02/28/2017,-2.084,2.303
02/27/2017,-2.081,2.936
02/24/2017,-2.062,2.656
02/23/2017,-1.990,0.237
02/22/2017,-1.958,-0.155
02/21/2017,-1.941,-0.133
02/20/2017,-1.975,0.076
02/17/2017,-1.972,-0.423
02/16/2017,-1.948,-0.920
02/15/2017,-1.937,-0.178
02/14/2017,-1.981,-0.833
02/13/2017,-1.998,0.877
02/10/2017,-2.018,0.856
02/09/2017,-2.033,0.729
02/08/2017,-2.016,1.166
02/07/2017,-1.974,1.789
02/06/2017,-1.973,1.791
02/03/2017,-1.949,1.695
02/02/2017,-1.958,1.753
02/01/2017,-1.928,0.996
01/31/2017,-1.972,0.796
01/30/2017,-1.943,0.918
01/27/2017,-1.918,1.868
01/26/2017,-1.894,1.371
01/25/2017,-1.913,1.555
01/24/2017,-1.968,1.957
01/23/2017,-1.935,2.110
01/20/2017,-1.912,1.911
01/19/2017,-1.952,2.705
01/18/2017,-2.030,2.547
01/17/2017,-2.032,2.059
01/16/2017,-2.068,3.569
01/13/2017,-2.052,3.622
01/12/2017,-2.104,3.202
01/11/2017,-2.079,3.281
01/10/2017,-2.049,2.719
01/09/2017,-2.026,2.816
01/06/2017,-2.036,2.577
01/05/2017,-2.072,2.737
01/04/2017,-2.035,2.692
01/03/2017,-2.027,2.825
12/30/2016,-2.068,2.800
12/29/2016,-2.063,2.605
12/28/2016,-2.017,2.294
12/23/2016,-1.975,1.849
12/22/2016,-1.956,1.957
12/21/2016,-1.945,2.043
12/20/2016,-1.903,1.483
12/19/2016,-1.876,1.327
12/16/2016,-1.869,1.365
12/15/2016,-1.861,1.616
12/14/2016,-1.971,2.143
12/13/2016,-1.954,1.659
12/12/2016,-1.904,-0.230
12/09/2016,-1.938,-0.884
12/08/2016,-1.987,-0.618
12/07/2016,-2.006,1.196
12/06/2016,-1.954,1.892
12/05/2016,-1.973,2.473
12/02/2016,-1.966,2.903
12/01/2016,-1.855,3.378
11/30/2016,-1.886,0.658
11/29/2016,-1.916,-0.449
11/28/2016,-1.934,-0.594
11/25/2016,-1.913,-1.247
11/24/2016,-1.930,-0.694
11/23/2016,-1.911,-0.821
11/22/2016,-1.956,0.655
11/21/2016,-1.931,0.473
11/18/2016,-1.905,0.108
11/17/2016,-1.972,-0.285
11/16/2016,-1.964,-0.068
11/15/2016,-1.974,-0.444
11/14/2016,-1.927,-0.147
11/11/2016,-1.987,0.694
11/10/2016,-2.018,1.743
11/09/2016,-2.090,3.093
11/08/2016,-2.077,1.974
11/07/2016,-2.112,1.321
11/04/2016,-2.154,1.311
11/03/2016,-2.115,1.034
11/02/2016,-2.158,2.689
11/01/2016,-2.109,2.495
10/31/2016,-2.140,1.683
10/28/2016,-2.107,2.264
10/27/2016,-2.113,1.846
10/26/2016,-2.173,1.067
10/25/2016,-2.226,2.071
10/24/2016,-2.203,1.734
10/21/2016,-2.209,2.487
10/20/2016,-2.213,2.122
10/19/2016,-2.184,2.496
10/18/2016,-2.152,2.883
10/17/2016,-2.087,2.767
10/14/2016,-2.116,3.890
10/13/2016,-2.217,4.549
10/12/2016,-2.257,4.936
10/11/2016,-2.313,5.919
10/10/2016,-2.287,3.962
10/07/2016,-2.326,3.633
10/06/2016,-2.355,2.607
10/05/2016,-2.320,2.656
10/04/2016,-2.334,2.810
10/03/2016,-2.326,2.721
09/30/2016,-2.251,2.197
09/29/2016,-2.314,2.570
09/28/2016,-2.312,1.418
09/27/2016,-2.285,0.976
09/26/2016,-2.244,1.433
09/23/2016,-2.199,1.329
09/22/2016,-2.196,1.368
09/21/2016,-2.103,2.929
09/20/2016,-2.108,3.049
09/19/2016,-2.085,3.258
09/16/2016,-2.103,3.082
09/15/2016,-2.090,2.898
09/14/2016,-2.086,1.961
09/13/2016,-2.067,1.459
09/12/2016,-2.070,2.326
09/09/2016,-2.082,2.866
09/08/2016,-2.160,2.924
09/07/2016,-2.225,1.334
09/06/2016,-2.206,1.430
09/05/2016,-2.165,1.828
09/02/2016,-2.145,2.927
09/01/2016,-2.220,3.514
08/31/2016,-2.227,4.616
08/30/2016,-2.220,4.071
08/26/2016,-2.204,3.446
08/25/2016,-2.169,3.895
08/24/2016,-2.159,3.403
08/23/2016,-2.154,3.952
08/22/2016,-2.113,4.273
08/19/2016,-2.092,5.186
08/18/2016,-2.140,5.431
08/17/2016,-2.125,6.096
08/16/2016,-2.132,6.173
08/15/2016,-2.110,4.058
08/12/2016,-2.104,4.254
08/11/2016,-2.097,6.109
08/10/2016,-2.093,7.365
08/09/2016,-2.035,6.815
08/08/2016,-2.011,5.874
08/05/2016,-1.972,6.477
08/04/2016,-1.954,6.545
08/03/2016,-1.892,3.796
08/02/2016,-1.856,6.322
08/01/2016,-1.887,5.721
07/29/2016,-1.899,5.230
07/28/2016,-1.872,6.122
07/27/2016,-1.883,7.310
07/26/2016,-1.810,6.894
07/25/2016,-1.847,6.729
07/22/2016,-1.851,6.147
07/21/2016,-1.848,5.494
07/20/2016,-1.869,6.789
07/19/2016,-1.877,7.137
07/18/2016,-1.861,4.541
07/15/2016,-1.858,3.989
07/14/2016,-1.894,3.541
07/13/2016,-1.925,3.008
07/12/2016,-1.878,1.658
07/11/2016,-1.947,2.314
07/08/2016,-1.972,1.897
07/07/2016,-1.973,2.924
07/06/2016,-1.962,3.025
07/05/2016,-1.902,1.771
07/04/2016,-1.844,0.559
07/01/2016,-1.816,0.721
06/30/2016,-1.827,-0.701
06/29/2016,-1.837,-0.788
06/28/2016,-1.832,-1.365
06/27/2016,-1.819,-1.238
06/24/2016,-1.621,-4.830
06/23/2016,-1.389,-5.358
06/22/2016,-1.422,-5.063
06/21/2016,-1.447,-5.009
06/20/2016,-1.474,-5.709
06/17/2016,-1.521,-4.892
06/16/2016,-1.536,-5.477
06/15/2016,-1.502,-5.357
06/14/2016,-1.472,-5.232
06/13/2016,-1.415,-5.114
06/10/2016,-1.410,-3.598
06/09/2016,-1.390,-3.150
06/08/2016,-1.415,-3.042
06/07/2016,-1.408,-3.452
06/06/2016,-1.428,-2.262
06/03/2016,-1.397,-3.147
06/02/2016,-1.343,-3.914
06/01/2016,-1.324,-4.241
05/31/2016,-1.264,-5.302
05/27/2016,-1.278,-5.122
05/26/2016,-1.277,-5.239
05/25/2016,-1.284,-4.909
05/24/2016,-1.265,-5.710
05/23/2016,-1.274,-6.314
05/20/2016,-1.261,-6.710
05/19/2016,-1.278,-6.605
05/18/2016,-1.279,-5.644
05/17/2016,-1.286,-5.716
05/16/2016,-1.268,-4.805
05/13/2016,-1.273,-4.527
05/12/2016,-1.262,-4.111
05/11/2016,-1.269,-5.056
05/10/2016,-1.280,-4.903
05/09/2016,-1.285,-4.843
05/06/2016,-1.303,-4.666
05/05/2016,-1.294,-5.139
05/04/2016,-1.270,-6.368
05/03/2016,-1.293,-6.493
04/29/2016,-1.256,-6.008
04/28/2016,-1.239,-5.201
04/27/2016,-1.212,-6.031
04/26/2016,-1.203,-5.917
04/25/2016,-1.263,-5.881
04/22/2016,-1.285,-4.520
04/21/2016,-1.307,-4.732
04/20/2016,-1.393,-4.379
04/19/2016,-1.362,-3.819
04/18/2016,-1.377,-4.346
04/15/2016,-1.430,-2.968
04/14/2016,-1.413,-2.547
04/13/2016,-1.446,-1.507
04/12/2016,-1.429,-1.399
04/11/2016,-1.457,-2.636
04/08/2016,-1.464,-2.730
04/07/2016,-1.476,-3.596
04/06/2016,-1.451,-4.755
04/05/2016,-1.461,-5.267
04/04/2016,-1.457,-4.791
04/01/2016,-1.427,-5.184
03/31/2016,-1.431,-5.633
03/30/2016,-1.400,-6.017
03/29/2016,-1.411,-5.816
03/24/2016,-1.416,-5.734
03/23/2016,-1.448,-5.918
03/22/2016,-1.435,-6.415
03/21/2016,-1.425,-6.761
03/18/2016,-1.452,-6.160
03/17/2016,-1.443,-6.129
03/16/2016,-1.392,-7.913
03/15/2016,-1.409,-7.439
03/14/2016,-1.425,-7.344
03/11/2016,-1.409,-6.592
03/10/2016,-1.445,-6.606
03/09/2016,-1.426,-7.921
03/08/2016,-1.470,-7.110
03/07/2016,-1.435,-6.827
03/04/2016,-1.426,-6.960
03/03/2016,-1.445,-6.968
03/02/2016,-1.427,-8.493
03/01/2016,-1.468,-8.821
02/29/2016,-1.505,-9.607
02/26/2016,-1.448,-9.820
02/25/2016,-1.447,-9.694
02/24/2016,-1.424,-9.930
02/23/2016,-1.368,-10.046
02/22/2016,-1.354,-10.138
02/19/2016,-1.345,-10.019
02/18/2016,-1.339,-10.153
02/17/2016,-1.326,-11.591
02/16/2016,-1.369,-11.454
02/15/2016,-1.372,-11.679
02/12/2016,-1.379,-11.552
02/11/2016,-1.452,-11.148
02/10/2016,-1.358,-10.391
02/09/2016,-1.357,-11.514
02/08/2016,-1.357,-11.617
02/05/2016,-1.290,-10.721
02/04/2016,-1.280,-11.423
02/03/2016,-1.307,-11.316
02/02/2016,-1.264,-12.245
02/01/2016,-1.229,-11.010
01/29/2016,-1.254,-11.122
01/28/2016,-1.206,-11.186
01/27/2016,-1.197,-11.731
01/26/2016,-1.205,-11.812
01/25/2016,-1.213,-11.951
01/22/2016,-1.190,-11.727
01/21/2016,-1.178,-11.679
01/20/2016,-1.211,-10.853
01/19/2016,-1.157,-11.110
01/18/2016,-1.174,-11.531
01/15/2016,-1.184,-10.467
01/14/2016,-1.145,-10.448
01/13/2016,-1.180,-9.332
01/12/2016,-1.179,-9.847
01/11/2016,-1.165,-9.089
01/08/2016,-1.164,-8.015
01/07/2016,-1.131,-8.973
01/06/2016,-1.133,-9.539
01/05/2016,-1.098,-9.836
01/04/2016,-1.075,-10.316
12/31/2015,-1.022,-10.766
12/30/2015,-1.000,-10.955
12/29/2015,-1.066,-10.493
12/24/2015,-1.084,-10.499
12/23/2015,-1.069,-10.729
12/22/2015,-1.103,-10.301
12/21/2015,-1.150,-9.521
12/18/2015,-1.157,-10.292
12/17/2015,-1.132,-10.491
12/16/2015,-1.087,-9.768
12/15/2015,-1.064,-9.503
12/14/2015,-1.087,-9.866
12/11/2015,-1.095,-9.287
12/10/2015,-1.101,-8.074
12/09/2015,-1.096,-7.717
12/08/2015,-1.124,-8.879
12/07/2015,-1.130,-10.144
12/04/2015,-1.089,-9.647
12/03/2015,-1.136,-8.339
12/02/2015,-1.215,-8.240
12/01/2015,-1.239,-7.708
11/30/2015,-1.201,-8.021
11/27/2015,-1.235,-8.329
11/26/2015,-1.244,-9.686
11/25/2015,-1.189,-10.693
11/24/2015,-1.198,-10.378
11/23/2015,-1.189,-9.875
11/20/2015,-1.181,-10.335
11/19/2015,-1.143,-10.321
11/18/2015,-1.106,-9.961
11/17/2015,-1.068,-10.154
11/16/2015,-1.102,-9.453
11/13/2015,-1.089,-9.126
11/12/2015,-1.078,-9.651
11/11/2015,-1.048,-9.447
11/10/2015,-1.031,-9.555
11/09/2015,-0.965,-9.166
11/06/2015,-0.982,-8.818
11/05/2015,-1.045,-9.247
11/04/2015,-1.009,-9.903
11/03/2015,-0.991,-10.766
11/02/2015,-1.027,-11.208
10/30/2015,-1.024,-12.255
10/29/2015,-1.013,-11.141
10/28/2015,-1.094,-10.317
10/27/2015,-1.106,-9.552
10/26/2015,-1.078,-10.353
10/23/2015,-1.052,-9.777
10/22/2015,-1.079,-8.868
10/21/2015,-1.058,-9.166
10/20/2015,-1.021,-9.445
10/19/2015,-1.045,-7.748
10/16/2015,-1.064,-8.340
10/15/2015,-1.077,-8.183
10/14/2015,-1.087,-8.603
10/13/2015,-1.044,-9.046
10/12/2015,-1.088,-8.637
10/09/2015,-1.069,-8.432
10/08/2015,-1.094,-8.177
10/07/2015,-1.103,-8.588
10/06/2015,-1.120,-8.816
10/05/2015,-1.125,-9.003
10/02/2015,-1.178,-9.473
10/01/2015,-1.148,-10.376
09/30/2015,-1.118,-9.249
09/29/2015,-1.096,-8.825
09/28/2015,-1.075,-7.901
09/25/2015,-1.054,-8.238
09/24/2015,-1.128,-7.574
09/23/2015,-1.089,-7.629
09/22/2015,-1.086,-7.723
09/21/2015,-1.037,-8.595
09/18/2015,-1.099,-8.162
09/17/2015,-1.044,-9.522
09/16/2015,-1.057,-10.116
09/15/2015,-1.084,-9.725
09/14/2015,-1.092,-10.672
09/11/2015,-1.142,-9.778
09/10/2015,-1.108,-10.637
09/09/2015,-1.100,-11.266
09/08/2015,-1.122,-11.622
09/07/2015,-1.148,-11.760
09/04/2015,-1.149,-11.498
09/03/2015,-1.078,-11.795
09/02/2015,-1.018,-11.942
09/01/2015,-1.037,-10.879
08/28/2015,-1.014,-11.535
08/27/2015,-0.990,-14.120
08/26/2015,-0.993,-13.910
08/25/2015,-1.047,-13.521
08/24/2015,-1.121,-13.774
08/21/2015,-1.137,-13.105
08/20/2015,-1.105,-12.152
08/19/2015,-1.069,-12.080
08/18/2015,-1.064,-11.889
08/17/2015,-1.092,-12.102
08/14/2015,-1.081,-11.833
08/13/2015,-1.121,-10.974
08/12/2015,-1.163,-10.961
08/11/2015,-1.125,-11.637
08/10/2015,-1.048,-12.784
08/07/2015,-1.101,-11.049
08/06/2015,-1.060,-10.376
08/05/2015,-1.042,-9.651
08/04/2015,-1.096,-8.443
08/03/2015,-1.080,-8.083
07/31/2015,-1.069,-7.418
07/30/2015,-1.003,-8.303
07/29/2015,-0.977,-13.477
07/28/2015,-1.015,-7.998
07/27/2015,-1.027,-7.631
07/24/2015,-1.013,-7.762
07/23/2015,-0.953,-8.388
07/22/2015,-0.944,-7.179
07/21/2015,-0.896,-7.201
07/20/2015,-0.908,-7.423
07/17/2015,-0.902,-7.138
07/16/2015,-0.894,-6.543
07/15/2015,-0.852,-6.382
07/14/2015,-0.865,-6.343
07/13/2015,-0.858,-6.483
07/10/2015,-0.906,-5.993
07/09/2015,-0.989,-5.248
07/08/2015,-1.029,-5.606
07/07/2015,-1.061,-4.437
07/06/2015,-0.922,-5.910
07/03/2015,-0.951,-5.631
07/02/2015,-0.896,-6.672
07/01/2015,-0.912,-6.625
06/30/2015,-0.949,-6.978
06/29/2015,-0.908,-7.002
06/26/2015,-0.846,-7.927
06/25/2015,-0.866,-6.082
06/24/2015,-0.901,-5.528
06/23/2015,-0.915,-5.892
06/22/2015,-0.904,-6.016
06/19/2015,-0.974,-5.304
06/18/2015,-0.973,-5.341
06/17/2015,-0.932,-5.935
06/16/2015,-0.939,-7.040
06/15/2015,-0.922,-6.687
06/12/2015,-0.962,-6.748
06/11/2015,-0.905,-6.601
06/10/2015,-0.881,-6.914
06/09/2015,-0.928,-8.241
06/08/2015,-0.976,-8.086
06/05/2015,-0.956,-7.927
06/04/2015,-0.984,-7.617
06/03/2015,-0.935,-7.827
06/02/2015,-1.063,-7.342
06/01/2015,-1.137,-5.612
05/29/2015,-1.130,-7.135
05/28/2015,-1.078,-7.073
05/27/2015,-1.036,-7.112
05/26/2015,-1.022,-6.634
05/22/2015,-1.015,-5.603
05/21/2015,-0.984,-6.031
05/20/2015,-0.988,-5.183
05/19/2015,-1.011,-5.488
05/18/2015,-1.018,-5.419
05/15/2015,-1.052,-4.344
05/14/2015,-0.954,-4.765
05/13/2015,-1.001,-6.059
05/12/2015,-1.022,-6.987
05/11/2015,-1.075,-7.772
05/08/2015,-1.099,-6.804
05/07/2015,-1.058,-5.107
05/06/2015,-1.028,-5.790
05/05/2015,-1.032,-4.700
05/01/2015,-1.144,-4.019
04/30/2015,-1.139,-4.534
04/29/2015,-1.112,-4.069
04/28/2015,-1.191,-4.379
04/27/2015,-1.192,-4.224
04/24/2015,-1.230,-4.147
04/23/2015,-1.184,-4.775
04/22/2015,-1.182,-4.724
04/21/2015,-1.261,-4.651
04/20/2015,-1.269,-5.326
04/17/2015,-1.267,-4.767
04/16/2015,-1.258,-5.021
04/15/2015,-1.293,-4.211
04/14/2015,-1.313,-4.142
04/13/2015,-1.249,-5.308
04/10/2015,-1.238,-5.204
04/09/2015,-1.239,-4.544
04/08/2015,-1.237,-4.718
04/07/2015,-1.236,-4.423
04/02/2015,-1.241,-5.032
04/01/2015,-1.245,-4.964
03/31/2015,-1.244,-4.279
03/30/2015,-1.270,-4.341
03/27/2015,-1.292,-3.922
03/26/2015,-1.259,-3.710
03/25/2015,-1.313,-3.263
03/24/2015,-1.306,-3.728
03/23/2015,-1.296,-5.469
03/20/2015,-1.317,-5.486
03/19/2015,-1.284,-5.214
03/18/2015,-1.181,-4.952
03/17/2015,-1.061,-5.364
03/16/2015,-1.016,-5.903
03/13/2015,-1.013,-4.099
03/12/2015,-0.984,-3.809
03/11/2015,-0.926,-2.721
03/10/2015,-0.935,-2.247
03/09/2015,-0.830,-2.113
03/06/2015,-0.834,-2.037
03/05/2015,-0.873,-2.043
03/04/2015,-0.875,-1.914
03/03/2015,-0.934,-1.740
03/02/2015,-1.015,-2.460
02/27/2015,-1.009,-3.210
02/26/2015,-1.031,-3.379
02/25/2015,-1.037,-2.858
02/24/2015,-1.011,-3.424
02/23/2015,-0.988,-2.902
02/20/2015,-0.996,-2.649
02/19/2015,-0.962,-2.988
02/18/2015,-0.931,-2.766
02/17/2015,-0.949,-2.920
02/16/2015,-0.975,-3.882
02/13/2015,-0.977,-3.775
02/12/2015,-0.982,-4.695
02/11/2015,-0.994,-4.287
02/10/2015,-1.006,-3.830
02/09/2015,-1.074,-3.567
02/06/2015,-1.067,-4.295
02/05/2015,-1.156,-4.461
02/04/2015,-1.189,-3.776
02/03/2015,-1.233,-3.659
02/02/2015,-1.279,-3.864
01/30/2015,-1.276,-3.745
01/29/2015,-1.240,-4.020
01/28/2015,-1.247,-2.978
01/27/2015,-1.238,-3.970
01/26/2015,-1.249,-4.865
01/23/2015,-1.310,-3.075
01/22/2015,-1.306,-2.393
01/21/2015,-1.339,-1.480
01/20/2015,-1.338,-2.825
01/19/2015,-1.318,-1.161
01/16/2015,-1.284,0.093
01/15/2015,-1.281,1.006
01/14/2015,-1.258,0.264
01/13/2015,-1.203,1.202
01/12/2015,-1.200,0.558
01/09/2015,-1.204,0.299
01/08/2015,-1.151,1.430
01/07/2015,-1.139,0.504
01/06/2015,-1.168,1.572
01/05/2015,-1.137,1.771
01/02/2015,-1.101,1.736
12/31/2014,-1.059,1.490
12/30/2014,-1.034,1.406
12/29/2014,-1.052,1.454
12/24/2014,-0.985,1.048
12/23/2014,-1.006,1.230
12/22/2014,-1.026,0.680
12/19/2014,-1.005,0.385
12/18/2014,-1.008,-0.454
12/17/2014,-1.061,-1.814
12/16/2014,-1.050,-2.649
12/15/2014,-1.048,-2.341
12/12/2014,-1.060,-2.484
12/11/2014,-1.005,-2.969
12/10/2014,-0.990,-0.851
12/09/2014,-1.002,0.218
12/08/2014,-0.960,0.096
12/05/2014,-0.949,0.439
12/04/2014,-0.972,1.239
12/03/2014,-0.948,1.484
12/02/2014,-0.960,2.927
12/01/2014,-0.982,1.612
11/28/2014,-0.978,1.401
11/27/2014,-0.983,2.642
11/26/2014,-0.956,3.172
11/25/2014,-0.923,3.037
11/24/2014,-0.876,3.346
11/21/2014,-0.864,3.500
11/20/2014,-0.829,3.131
11/19/2014,-0.803,2.307
11/18/2014,-0.803,2.410
11/17/2014,-0.818,2.324
11/14/2014,-0.811,2.055
11/13/2014,-0.786,1.964
11/12/2014,-0.764,1.601
11/11/2014,-0.725,0.853
11/10/2014,-0.738,0.519
11/07/2014,-0.728,0.603
11/06/2014,-0.694,1.172
11/05/2014,-0.678,0.828
11/04/2014,-0.697,0.685
11/03/2014,-0.661,0.610
10/31/2014,-0.660,1.242
10/30/2014,-0.689,0.975
10/29/2014,-0.684,0.896
10/28/2014,-0.695,1.503
10/27/2014,-0.691,0.256
10/24/2014,-0.672,0.782
10/23/2014,-0.704,2.012
10/22/2014,-0.737,2.978
10/21/2014,-0.735,2.624
10/20/2014,-0.731,1.501
10/17/2014,-0.692,0.586
10/16/2014,-0.752,-0.266
10/15/2014,-0.796,-0.812
10/14/2014,-0.688,-1.123
10/13/2014,-0.677,-0.011
10/10/2014,-0.628,-0.321
10/09/2014,-0.612,0.250
10/08/2014,-0.603,-0.472
10/07/2014,-0.600,-0.280
10/06/2014,-0.561,-0.499
10/03/2014,-0.537,-0.780
10/02/2014,-0.555,-0.120
10/01/2014,-0.550,0.571
09/30/2014,-0.519,-0.278
09/29/2014,-0.504,-0.046
09/26/2014,-0.485,0.659
09/25/2014,-0.483,0.686
09/24/2014,-0.465,-0.387
09/23/2014,-0.459,0.181
09/22/2014,-0.447,-0.656
09/19/2014,-0.434,-0.569
09/18/2014,-0.406,1.268
09/17/2014,-0.432,1.968
09/16/2014,-0.428,2.340
09/15/2014,-0.417,2.204
09/12/2014,-0.429,3.207
09/11/2014,-0.458,4.233
09/10/2014,-0.484,5.027
09/09/2014,-0.515,4.893
09/08/2014,-0.523,4.573
09/05/2014,-0.534,4.738
09/04/2014,-0.526,3.769
09/03/2014,-0.552,3.833
09/02/2014,-0.572,3.647
09/01/2014,-0.591,3.124
08/29/2014,-0.586,2.902
08/28/2014,-0.568,3.163
08/27/2014,-0.538,3.379
08/26/2014,-0.501,3.070
08/22/2014,-0.460,1.007
08/21/2014,-0.467,0.926
08/20/2014,-0.456,0.051
08/19/2014,-0.475,1.114
08/18/2014,-0.448,-0.281
08/15/2014,-0.500,1.114
08/14/2014,-0.432,1.086
08/13/2014,-0.418,1.965
08/12/2014,-0.409,1.668
08/11/2014,-0.381,0.486
08/08/2014,-0.398,-0.206
08/07/2014,-0.360,0.385
08/06/2014,-0.357,2.024
08/05/2014,-0.326,1.890
08/04/2014,-0.357,2.158
08/01/2014,-0.357,2.019
07/31/2014,-0.316,1.796
07/30/2014,-0.338,3.098
07/29/2014,-0.362,3.922
07/28/2014,-0.320,3.554
07/25/2014,-0.335,3.387
07/24/2014,-0.302,3.674
07/23/2014,-0.338,4.682
07/22/2014,-0.326,4.536
07/21/2014,-0.347,3.824
07/18/2014,-0.336,3.203
07/17/2014,-0.326,3.080
07/16/2014,-0.275,2.225
07/15/2014,-0.295,3.457
07/14/2014,-0.301,3.172
07/11/2014,-0.306,3.673
07/10/2014,-0.285,2.879
07/09/2014,-0.268,3.710
07/08/2014,-0.264,3.475
07/07/2014,-0.214,1.755
07/04/2014,-0.212,2.053
07/03/2014,-0.214,2.062
07/02/2014,-0.209,2.120
07/01/2014,-0.257,3.848
06/30/2014,-0.265,3.889
06/27/2014,-0.286,3.600
06/26/2014,-0.287,3.372
06/25/2014,-0.273,3.356
06/24/2014,-0.217,2.505
06/23/2014,-0.217,2.463
06/20/2014,-0.204,2.179
06/19/2014,-0.225,3.424
06/18/2014,-0.239,3.025
06/17/2014,-0.222,2.451
06/16/2014,-0.234,2.602
06/13/2014,-0.235,3.465
06/12/2014,-0.234,3.473
06/11/2014,-0.237,3.885
06/10/2014,-0.235,4.598
06/09/2014,-0.253,4.707
06/06/2014,-0.275,4.895
06/05/2014,-0.254,3.583
06/04/2014,-0.230,3.734
06/03/2014,-0.267,4.735
06/02/2014,-0.295,5.894
05/30/2014,-0.310,4.677
05/29/2014,-0.307,4.607
05/28/2014,-0.300,4.639
05/27/2014,-0.239,3.888
05/23/2014,-0.260,4.768
05/22/2014,-0.252,3.808
05/21/2014,-0.264,3.452
05/20/2014,-0.285,3.909
05/19/2014,-0.319,4.354
05/16/2014,-0.335,4.620
05/15/2014,-0.354,4.592
05/14/2014,-0.313,3.385
05/13/2014,-0.258,2.243
05/12/2014,-0.233,1.497
05/09/2014,-0.257,1.940
05/08/2014,-0.280,2.291
05/07/2014,-0.259,2.580
05/06/2014,-0.266,3.352
05/02/2014,-0.279,3.298
05/01/2014,-0.278,3.777
04/30/2014,-0.244,3.394
04/29/2014,-0.241,4.017
04/28/2014,-0.245,3.284
04/25/2014,-0.273,4.310
04/24/2014,-0.241,3.127
04/23/2014,-0.258,3.650
04/22/2014,-0.222,3.443
04/17/2014,-0.255,4.070
04/16/2014,-0.272,4.263
04/15/2014,-0.267,4.537
04/14/2014,-0.238,3.429
04/11/2014,-0.258,4.037
04/10/2014,-0.253,3.825
04/09/2014,-0.201,3.084
04/08/2014,-0.186,3.050
04/07/2014,-0.209,2.409
04/04/2014,-0.211,2.566
04/03/2014,-0.164,1.036
04/02/2014,-0.168,1.161
04/01/2014,-0.201,2.077
03/31/2014,-0.202,2.571
03/28/2014,-0.189,1.820
03/27/2014,-0.224,3.396
03/26/2014,-0.204,1.509
03/25/2014,-0.190,1.529
03/24/2014,-0.177,1.202
03/21/2014,-0.153,0.535
03/20/2014,-0.152,0.892
03/19/2014,-0.181,1.301
03/18/2014,-0.209,1.084
03/17/2014,-0.190,1.087
03/14/2014,-0.187,1.271
03/13/2014,-0.164,1.206
03/12/2014,-0.125,0.734
03/11/2014,-0.101,0.061
03/10/2014,-0.096,0.186
03/07/2014,-0.115,2.082
03/06/2014,-0.145,2.078
03/05/2014,-0.199,3.119
03/04/2014,-0.182,2.343
03/03/2014,-0.168,0.888
02/28/2014,-0.136,0.630
02/27/2014,-0.143,2.028
02/26/2014,-0.117,1.807
02/25/2014,-0.094,0.510
02/24/2014,-0.081,-0.488
02/21/2014,-0.078,-0.731
02/20/2014,-0.057,-1.110
02/19/2014,-0.105,-0.133
02/18/2014,-0.092,-0.850
02/17/2014,-0.076,-1.198
02/14/2014,-0.073,-1.643
02/13/2014,-0.069,-0.915
02/12/2014,-0.056,-0.001
02/11/2014,-0.097,0.394
02/10/2014,-0.133,0.707
02/07/2014,-0.152,0.564
02/06/2014,-0.133,-0.012
02/05/2014,-0.189,1.044
02/04/2014,-0.191,1.734
02/03/2014,-0.207,0.797
01/31/2014,-0.202,0.576
01/30/2014,-0.174,1.309
01/29/2014,-0.173,1.656
01/28/2014,-0.139,1.270
01/27/2014,-0.169,1.983
01/24/2014,-0.192,2.118
01/23/2014,-0.158,1.317
01/22/2014,-0.144,0.804
01/21/2014,-0.145,0.819
01/20/2014,-0.162,1.568
01/17/2014,-0.164,1.287
01/16/2014,-0.189,1.364
01/15/2014,-0.163,-0.056
01/14/2014,-0.212,1.122
01/13/2014,-0.191,1.118
01/10/2014,-0.144,-0.414
01/09/2014,-0.082,-2.222
01/08/2014,-0.091,-2.248
01/07/2014,-0.119,-1.170
01/06/2014,-0.086,-2.408
01/03/2014,-0.062,-2.232
01/02/2014,-0.077,-1.981
12/31/2013,-0.080,-1.667
12/30/2013,-0.075,-1.570
12/27/2013,-0.069,-1.090
