Date,RY_15y,15s-20s
06/25/2010,0.432,-2.411
06/24/2010,0.450,-3.262
06/23/2010,0.488,-3.805
06/22/2010,0.508,-4.404
06/21/2010,0.574,-4.250
06/18/2010,0.652,-6.257
06/17/2010,0.557,-4.911
06/16/2010,0.622,-6.169
06/15/2010,0.599,-7.759
06/14/2010,0.579,-6.264
06/11/2010,0.505,-4.869
06/10/2010,0.556,-5.118
06/09/2010,0.560,-4.733
06/08/2010,0.540,-3.224
06/07/2010,0.525,-4.230
06/04/2010,0.519,-4.971
06/03/2010,0.546,-4.785
06/02/2010,0.513,-5.218
06/01/2010,0.533,-5.275
05/28/2010,0.557,-6.790
05/27/2010,0.559,-6.694
05/26/2010,0.558,-6.106
05/25/2010,0.485,-7.576
05/24/2010,0.556,-7.744
05/21/2010,0.522,-7.819
05/20/2010,0.522,-8.699
05/19/2010,0.624,-8.187
05/18/2010,0.657,-6.365
05/17/2010,0.633,-8.099
05/14/2010,0.629,-8.760
05/13/2010,0.668,-10.465
05/12/2010,0.656,-11.818
05/11/2010,0.662,-10.145
05/10/2010,0.659,-10.060
05/07/2010,0.609,-10.587
05/06/2010,0.593,-9.579
05/05/2010,0.627,-9.085
05/04/2010,0.611,-8.124
04/30/2010,0.647,-7.751
04/29/2010,0.658,-7.330
04/28/2010,0.639,-7.395
04/27/2010,0.638,-6.785
04/26/2010,0.664,-6.126
04/23/2010,0.658,-5.601
04/22/2010,0.619,-4.184
04/21/2010,0.646,-4.106
04/20/2010,0.603,-5.610
04/19/2010,0.611,-6.194
04/16/2010,0.603,-5.452
04/15/2010,0.657,-6.947
04/14/2010,0.628,-7.972
04/13/2010,0.639,-8.350
04/12/2010,0.671,-7.662
04/09/2010,0.662,-7.253
04/08/2010,0.646,-8.307
04/07/2010,0.708,-8.554
04/06/2010,0.704,-8.553
04/01/2010,0.631,-7.406
03/31/2010,0.666,-7.401
03/30/2010,0.710,-7.825
03/29/2010,0.709,-8.265
03/26/2010,0.747,-8.019
03/25/2010,0.746,-7.399
03/24/2010,0.744,-5.955
03/23/2010,0.733,-6.640
03/22/2010,0.750,-5.657
03/19/2010,0.766,-5.359
03/18/2010,0.775,-5.928
03/17/2010,0.787,-5.921
03/16/2010,0.784,-6.176
03/15/2010,0.820,-5.768
03/12/2010,0.827,-5.853
03/11/2010,0.849,-7.551
03/10/2010,0.813,-8.006
03/09/2010,0.796,-7.106
03/08/2010,0.821,-7.220
03/05/2010,0.800,-6.650
03/04/2010,0.777,-7.715
03/03/2010,0.795,-7.036
03/02/2010,0.826,-6.565
03/01/2010,0.860,-4.707
02/26/2010,0.842,-4.827
02/25/2010,0.873,-4.647
02/24/2010,0.890,-4.939
02/23/2010,0.921,-4.992
02/22/2010,0.936,-6.417
02/19/2010,0.958,-7.388
02/18/2010,0.928,-8.222
02/17/2010,0.896,-7.726
02/16/2010,0.925,-10.347
02/15/2010,0.953,-11.414
02/12/2010,0.958,-12.277
02/11/2010,1.002,-11.266
02/10/2010,0.914,-10.936
02/09/2010,0.880,-11.633
02/08/2010,0.876,-11.953
02/05/2010,0.815,-10.910
02/04/2010,0.841,-11.561
02/03/2010,0.846,-11.945
02/02/2010,0.837,-12.734
02/01/2010,0.825,-13.076
01/29/2010,0.826,-12.365
01/28/2010,0.864,-12.253
01/27/2010,0.814,-13.177
01/26/2010,0.824,-13.565
01/25/2010,0.860,-13.690
01/22/2010,0.898,-14.712
01/21/2010,0.873,-15.716
01/20/2010,0.922,-15.118
01/19/2010,0.901,-13.375
01/18/2010,0.836,-12.780
01/15/2010,0.797,-13.181
01/14/2010,0.837,-13.228
01/13/2010,0.797,-13.202
01/12/2010,0.769,-13.491
01/11/2010,0.799,-11.516
01/08/2010,0.850,-12.569
01/07/2010,0.844,-12.467
01/06/2010,0.858,-13.038
01/05/2010,0.842,-13.945
01/04/2010,0.836,-14.121
12/31/2009,0.903,-15.262
12/30/2009,0.945,-14.643
12/29/2009,0.945,-14.490
12/28/2009,0.862,-14.147
12/24/2009,0.862,-14.147
12/23/2009,0.875,-14.336
12/22/2009,0.835,-13.973
12/21/2009,0.781,-13.229
12/18/2009,0.679,-10.199
12/17/2009,0.751,-13.540
12/16/2009,0.778,-12.399
12/15/2009,0.747,-12.796
12/14/2009,0.688,-11.985
12/11/2009,0.701,-10.842
12/10/2009,0.650,-10.428
12/09/2009,0.587,-10.965
12/08/2009,0.589,-11.325
12/07/2009,0.622,-10.626
12/04/2009,0.650,-10.818
12/03/2009,0.617,-8.789
12/02/2009,0.586,-9.463
12/01/2009,0.585,-10.181
11/30/2009,0.544,-9.179
11/27/2009,0.592,-8.583
11/26/2009,0.513,-6.312
11/25/2009,0.549,-8.818
11/24/2009,0.561,-9.517
11/23/2009,0.573,-10.044
11/20/2009,0.557,-9.196
11/19/2009,0.552,-9.096
11/18/2009,0.606,-10.047
11/17/2009,0.603,-10.841
11/16/2009,0.666,-8.485
11/13/2009,0.722,-8.875
11/12/2009,0.705,-8.727
11/11/2009,0.690,-8.376
11/10/2009,0.710,-8.599
11/09/2009,0.772,-8.505
11/06/2009,0.842,-8.094
11/05/2009,0.833,-6.660
11/04/2009,0.788,-6.850
11/03/2009,0.744,-5.591
11/02/2009,0.701,-7.686
10/30/2009,0.667,-6.979
10/29/2009,0.677,-5.967
10/28/2009,0.679,-6.829
10/27/2009,0.696,-6.535
10/26/2009,0.782,-6.916
10/23/2009,0.763,-6.991
10/22/2009,0.795,-7.184
10/21/2009,0.771,-7.489
10/20/2009,0.677,-5.616
10/19/2009,0.747,-6.313
10/16/2009,0.746,-6.759
10/15/2009,0.713,-6.158
10/14/2009,0.679,-5.787
10/13/2009,0.587,-3.776
10/12/2009,0.560,-6.827
10/09/2009,0.624,-7.855
10/08/2009,0.550,-6.305
10/07/2009,0.634,-7.979
10/06/2009,0.652,-8.862
10/05/2009,0.656,-7.718
10/02/2009,0.672,-8.986
10/01/2009,0.693,-11.237
09/30/2009,0.761,-12.666
09/29/2009,0.799,-13.897
09/28/2009,0.834,-12.582
09/25/2009,0.813,-11.587
09/24/2009,0.860,-13.375
09/23/2009,0.952,-11.652
09/22/2009,0.951,-13.580
09/21/2009,0.929,-12.542
09/18/2009,0.914,-14.236
09/17/2009,0.912,-12.857
09/16/2009,0.855,-11.638
09/15/2009,0.796,-11.190
09/14/2009,0.817,-12.213
09/11/2009,0.833,-11.532
09/10/2009,0.867,-13.868
09/09/2009,0.883,-14.390
09/08/2009,0.840,-12.871
09/07/2009,0.834,-11.018
09/04/2009,0.802,-10.242
09/03/2009,0.805,-9.182
09/02/2009,0.789,-7.366
09/01/2009,0.769,-7.593
08/31/2009,0.736,-8.653
08/28/2009,0.736,-8.653
08/27/2009,0.751,-8.630
08/26/2009,0.712,-8.173
08/25/2009,0.727,-8.696
08/24/2009,0.802,-9.619
08/21/2009,0.829,-10.439
08/20/2009,0.832,-10.027
08/19/2009,0.801,-9.386
08/18/2009,0.863,-11.763
08/17/2009,0.810,-7.489
08/14/2009,0.886,-7.053
08/13/2009,0.972,-9.694
08/12/2009,0.948,-10.040
08/11/2009,0.956,-11.684
08/10/2009,0.971,-12.906
08/07/2009,1.012,-12.636
08/06/2009,1.013,-12.860
08/05/2009,0.969,-9.578
08/04/2009,0.993,-10.581
08/03/2009,1.024,-10.857
07/31/2009,0.973,-9.677
07/30/2009,1.029,-13.119
07/29/2009,1.058,-14.642
07/28/2009,1.029,-13.733
07/27/2009,1.053,-14.284
07/24/2009,1.055,-12.361
07/23/2009,1.096,-13.751
07/22/2009,1.011,-9.306
07/21/2009,0.973,-10.249
07/20/2009,0.936,-8.847
07/17/2009,0.875,-8.845
07/16/2009,0.854,-8.404
07/15/2009,0.882,-7.673
07/14/2009,0.788,-7.609
07/13/2009,0.700,-7.248
07/10/2009,0.767,-7.681
07/09/2009,0.780,-8.551
07/08/2009,0.704,-8.597
07/07/2009,0.745,-10.037
07/06/2009,0.758,-10.408
07/03/2009,0.797,-9.997
07/02/2009,0.788,-9.849
07/01/2009,0.821,-15.726
06/30/2009,0.802,-10.275
06/29/2009,0.763,-10.839
06/26/2009,0.801,-11.577
06/25/2009,0.812,-13.572
06/24/2009,0.868,-10.740
06/23/2009,0.890,-11.026
06/22/2009,0.942,-10.560
06/19/2009,1.036,-12.536
06/18/2009,1.058,-12.568
06/17/2009,0.996,-11.276
06/16/2009,1.079,-12.217
06/15/2009,1.037,-11.940
06/12/2009,1.082,-12.970
06/11/2009,1.064,-14.547
06/10/2009,1.018,-13.752
06/09/2009,0.979,-13.598
06/08/2009,0.998,-16.932
06/05/2009,1.005,-16.475
06/04/2009,0.957,-13.564
06/03/2009,0.883,-12.123
06/02/2009,0.956,-12.887
06/01/2009,0.893,-13.215
05/29/2009,0.887,-12.839
05/28/2009,0.908,-11.726
05/27/2009,0.841,-12.596
05/26/2009,0.830,-11.757
05/25/2009,0.903,-10.305
05/22/2009,0.903,-10.305
05/21/2009,0.902,-12.721
05/20/2009,0.882,-12.578
05/19/2009,0.692,-10.663
05/18/2009,0.754,-10.826
05/15/2009,0.851,-11.228
05/14/2009,0.870,-11.372
05/13/2009,0.914,-11.794
05/12/2009,1.058,-12.438
05/11/2009,1.056,-9.189
05/08/2009,1.088,-9.357
05/07/2009,1.118,-9.044
05/06/2009,0.983,-7.399
05/05/2009,0.849,-5.371
05/01/2009,0.809,-5.285
04/30/2009,0.769,-4.934
04/29/2009,0.731,-3.185
04/28/2009,0.686,-2.562
04/27/2009,0.666,-3.131
04/24/2009,0.609,-4.265
04/23/2009,0.664,-5.301
04/22/2009,0.668,-4.964
04/21/2009,0.626,-2.864
04/20/2009,0.597,-3.128
04/17/2009,0.694,-1.636
04/16/2009,0.576,-0.538
04/15/2009,0.615,-3.434
04/14/2009,0.559,-1.894
04/09/2009,0.606,-2.894
04/08/2009,0.632,-4.775
04/07/2009,0.637,-8.239
04/06/2009,0.609,-11.368
04/03/2009,0.612,-9.346
04/02/2009,0.591,-9.848
04/01/2009,0.387,-6.376
03/31/2009,0.476,-8.423
03/30/2009,0.460,-6.934
03/27/2009,0.470,-7.513
03/26/2009,0.477,-6.472
03/25/2009,0.413,-7.111
03/24/2009,0.492,-10.051
03/23/2009,0.392,-8.809
03/20/2009,0.297,-7.286
03/19/2009,0.326,-7.457
03/18/2009,0.433,-8.922
03/17/2009,0.453,-8.698
03/16/2009,0.481,-9.625
03/13/2009,0.372,-9.024
03/12/2009,0.340,-8.890
03/11/2009,0.388,-11.980
03/10/2009,0.407,-10.600
03/09/2009,0.391,-13.519
03/06/2009,0.343,-3.387
03/05/2009,0.583,-8.243
03/04/2009,0.671,-9.229
03/03/2009,0.594,-8.472
03/02/2009,0.649,-8.600
02/27/2009,0.941,-15.722
02/26/2009,0.907,-12.250
02/25/2009,0.762,-8.323
02/24/2009,0.713,-6.952
02/23/2009,0.741,-8.760
02/20/2009,0.743,-9.490
02/19/2009,0.721,-8.808
02/18/2009,0.724,-9.668
02/17/2009,0.723,-8.773
02/16/2009,0.733,-10.255
02/13/2009,0.702,-9.341
02/12/2009,0.630,-10.751
02/11/2009,0.669,-15.796
02/10/2009,0.824,-20.280
02/09/2009,0.904,-17.918
02/06/2009,0.733,-17.575
02/05/2009,0.671,-18.694
02/04/2009,0.671,-19.713
02/03/2009,0.590,-19.568
02/02/2009,0.490,-25.492
01/30/2009,0.554,-25.415
01/29/2009,0.580,-23.919
01/28/2009,0.757,-28.823
01/27/2009,0.851,-28.160
01/26/2009,0.822,-28.742
01/23/2009,0.916,-32.278
01/22/2009,0.756,-32.591
01/21/2009,0.799,-36.198
01/20/2009,0.789,-35.239
01/19/2009,0.919,-35.600
01/16/2009,0.857,-36.880
01/15/2009,0.807,-39.060
01/14/2009,0.734,-35.262
01/13/2009,0.788,-36.488
01/12/2009,0.758,-41.204
01/09/2009,0.715,-38.457
01/08/2009,0.716,-38.961
01/07/2009,0.894,-41.256
01/06/2009,0.880,-41.265
01/05/2009,0.810,-42.365
01/02/2009,0.697,-43.096
12/31/2008,0.774,-44.766
12/30/2008,0.846,-46.086
12/29/2008,0.892,-49.596
12/24/2008,0.891,-44.860
12/23/2008,0.892,-44.863
12/22/2008,0.926,-44.800
12/19/2008,0.993,-46.091
12/18/2008,1.014,-49.043
12/17/2008,0.981,-49.021
12/16/2008,1.203,-55.922
12/15/2008,1.248,-56.158
12/12/2008,1.141,-47.733
12/11/2008,1.057,-49.262
12/10/2008,1.205,-46.614
12/09/2008,1.335,-43.155
12/08/2008,1.372,-46.433
12/05/2008,1.150,-45.634
12/04/2008,1.111,-47.475
12/03/2008,1.142,-60.665
12/02/2008,1.366,-63.587
12/01/2008,1.510,-65.481
11/28/2008,1.601,-62.764
11/27/2008,1.466,-56.100
11/26/2008,1.410,-54.640
11/25/2008,1.482,-53.506
11/24/2008,1.487,-50.242
11/21/2008,1.395,-44.797
11/20/2008,1.410,-38.040
11/19/2008,1.453,-40.594
11/18/2008,1.457,-46.249
11/17/2008,1.368,-46.647
11/14/2008,1.314,-45.997
11/13/2008,1.258,-45.586
11/12/2008,1.314,-44.363
11/11/2008,1.390,-42.809
11/10/2008,1.331,-46.020
11/07/2008,1.302,-42.994
11/06/2008,1.346,-46.745
11/05/2008,1.435,-49.864
11/04/2008,1.538,-49.953
11/03/2008,1.534,-47.306
10/31/2008,1.600,-46.295
10/30/2008,1.397,-43.875
10/29/2008,1.429,-45.234
10/28/2008,1.361,-36.321
10/27/2008,1.273,-34.286
10/24/2008,1.255,-35.469
10/23/2008,1.265,-37.135
10/22/2008,1.255,-38.289
10/21/2008,1.341,-51.111
10/20/2008,1.252,-49.800
10/17/2008,1.288,-50.599
10/16/2008,1.288,-50.599
10/15/2008,1.240,-50.967
10/14/2008,1.239,-52.007
10/13/2008,1.307,-62.738
10/10/2008,1.134,-50.766
10/09/2008,1.044,-47.984
10/08/2008,0.953,-46.482
10/07/2008,0.896,-41.676
10/06/2008,0.851,-39.146
10/03/2008,0.917,-34.018
10/02/2008,0.866,-33.502
10/01/2008,0.938,-32.955
09/30/2008,0.945,-28.578
09/29/2008,0.946,-26.623
09/26/2008,1.027,-27.767
09/25/2008,1.083,-27.963
09/24/2008,1.023,-28.858
09/23/2008,1.089,-31.795
09/22/2008,1.098,-32.205
09/19/2008,1.050,-30.559
09/18/2008,1.001,-29.273
09/17/2008,1.008,-30.485
09/16/2008,1.038,-30.308
09/15/2008,1.085,-28.898
09/12/2008,1.155,-24.051
09/11/2008,1.062,-23.574
09/10/2008,1.081,-25.668
09/09/2008,1.054,-25.220
09/08/2008,1.121,-24.479
09/05/2008,1.053,-24.203
09/04/2008,0.999,-23.325
09/03/2008,1.047,-21.625
09/02/2008,1.004,-22.564
09/01/2008,0.940,-23.181
08/29/2008,0.962,-24.426
08/28/2008,1.017,-24.314
08/27/2008,1.059,-25.023
08/26/2008,1.048,-22.823
08/25/2008,1.125,-23.736
08/22/2008,1.125,-23.736
08/21/2008,1.106,-22.658
08/20/2008,1.141,-24.356
08/19/2008,1.127,-20.828
08/18/2008,1.077,-22.046
08/15/2008,1.008,-20.431
08/14/2008,1.065,-25.339
08/13/2008,1.046,-26.576
08/12/2008,1.043,-26.964
08/11/2008,1.096,-26.819
08/08/2008,1.130,-28.648
08/07/2008,1.144,-28.360
08/06/2008,1.181,-29.556
08/05/2008,1.231,-29.478
08/04/2008,1.270,-28.491
08/01/2008,1.332,-29.213
07/31/2008,1.254,-28.510
07/30/2008,1.303,-28.080
07/29/2008,1.314,-27.905
07/28/2008,1.310,-27.107
07/25/2008,1.315,-26.989
07/24/2008,1.334,-26.842
07/23/2008,1.277,-28.089
07/22/2008,1.254,-26.024
07/21/2008,1.303,-27.844
07/18/2008,1.347,-27.996
07/17/2008,1.314,-26.268
07/16/2008,1.255,-22.147
07/15/2008,1.196,-22.797
07/14/2008,1.216,-20.340
07/11/2008,1.215,-21.798
07/10/2008,1.198,-21.714
07/09/2008,1.209,-21.539
07/08/2008,1.203,-21.118
07/07/2008,1.186,-24.879
07/04/2008,1.226,-26.487
07/03/2008,1.277,-27.536
07/02/2008,1.360,-27.932
07/01/2008,1.356,-27.325
06/30/2008,1.369,-27.087
06/27/2008,1.340,-29.881
06/26/2008,1.313,-31.492
06/25/2008,1.407,-32.797
06/24/2008,1.466,-32.272
06/23/2008,1.440,-31.589
06/20/2008,1.458,-33.456
06/19/2008,1.553,-33.696
06/18/2008,1.467,-32.416
06/17/2008,1.487,-30.569
06/16/2008,1.497,-31.552
06/13/2008,1.527,-32.392
06/12/2008,1.477,-32.935
06/11/2008,1.524,-32.602
06/10/2008,1.507,-33.098
06/09/2008,1.511,-30.297
06/06/2008,1.444,-29.829
06/05/2008,1.488,-28.758
06/04/2008,1.442,-26.991
06/03/2008,1.511,-27.147
06/02/2008,1.511,-27.147
05/30/2008,1.500,-25.761
05/29/2008,1.506,-26.896
05/28/2008,1.488,-24.384
05/27/2008,1.452,-24.528
05/26/2008,1.430,-23.084
05/23/2008,1.430,-23.084
05/22/2008,1.485,-24.655
05/21/2008,1.461,-24.835
05/20/2008,1.403,-24.402
05/19/2008,1.458,-25.660
05/16/2008,1.399,-25.578
05/15/2008,1.458,-26.249
05/14/2008,1.468,-27.167
05/13/2008,1.417,-26.254
05/12/2008,1.405,-24.657
05/09/2008,1.403,-24.481
05/08/2008,1.418,-24.729
05/07/2008,1.493,-26.245
05/06/2008,1.488,-25.991
05/05/2008,1.570,-25.761
05/01/2008,1.471,-26.651
04/30/2008,1.513,-26.383
04/29/2008,1.541,-25.910
04/28/2008,1.589,-26.673
04/25/2008,1.607,-27.517
04/24/2008,1.641,-26.614
04/23/2008,1.563,-25.878
04/22/2008,1.610,-26.262
04/21/2008,1.617,-25.214
04/18/2008,1.699,-26.012
04/17/2008,1.636,-24.140
04/16/2008,1.561,-22.822
04/15/2008,1.480,-23.084
04/14/2008,1.469,-22.366
04/11/2008,1.430,-22.209
04/10/2008,1.522,-22.954
04/09/2008,1.544,-22.596
04/08/2008,1.523,-23.400
04/07/2008,1.509,-21.692
04/04/2008,1.451,-21.110
04/03/2008,1.457,-21.717
04/02/2008,1.445,-22.286
04/01/2008,1.450,-23.274
03/31/2008,1.372,-21.032
03/28/2008,1.413,-22.300
03/27/2008,1.432,-22.576
03/26/2008,1.354,-21.866
03/25/2008,1.401,-20.925
03/24/2008,1.378,-21.349
03/20/2008,1.378,-21.349
03/19/2008,1.419,-18.751
03/18/2008,1.440,-19.655
03/17/2008,1.444,-17.046
03/14/2008,1.487,-18.437
03/13/2008,1.518,-19.741
03/12/2008,1.558,-21.026
03/11/2008,1.556,-20.453
03/10/2008,1.541,-18.895
03/07/2008,1.533,-19.075
03/06/2008,1.563,-19.359
03/05/2008,1.587,-19.510
03/04/2008,1.525,-19.016
03/03/2008,1.531,-19.371
02/29/2008,1.576,-20.388
02/28/2008,1.642,-21.020
02/27/2008,1.728,-21.806
02/26/2008,1.728,-21.591
02/25/2008,1.753,-21.719
02/22/2008,1.717,-21.804
02/21/2008,1.714,-21.839
02/20/2008,1.732,-21.422
02/19/2008,1.703,-20.816
02/18/2008,1.724,-21.253
02/15/2008,1.679,-21.339
02/14/2008,1.681,-21.488
02/13/2008,1.681,-21.938
02/12/2008,1.706,-21.609
02/11/2008,1.588,-21.713
02/08/2008,1.524,-20.858
02/07/2008,1.522,-20.839
02/06/2008,1.550,-21.134
02/05/2008,1.485,-22.541
02/04/2008,1.548,-23.170
02/01/2008,1.505,-22.868
01/31/2008,1.487,-23.698
01/30/2008,1.543,-25.147
01/29/2008,1.535,-25.255
01/28/2008,1.459,-24.900
01/25/2008,1.482,-25.104
01/24/2008,1.494,-24.254
01/23/2008,1.396,-22.053
01/22/2008,1.462,-21.256
01/21/2008,1.378,-20.951
01/18/2008,1.449,-21.227
01/17/2008,1.449,-21.760
01/16/2008,1.427,-19.367
01/15/2008,1.462,-19.415
01/14/2008,1.509,-20.097
01/11/2008,1.504,-20.447
01/10/2008,1.490,-20.836
01/09/2008,1.482,-20.477
01/08/2008,1.542,-21.488
01/07/2008,1.522,-20.422
01/04/2008,1.522,-20.455
01/03/2008,1.563,-21.080
01/02/2008,1.539,-22.039
12/28/2007,1.622,-21.985
12/27/2007,1.683,-24.939
12/24/2007,1.677,-23.735
12/20/2007,1.619,-24.198
12/19/2007,1.657,-24.689
12/18/2007,1.700,-25.054
12/17/2007,1.712,-25.897
12/14/2007,1.735,-24.356
12/13/2007,1.704,-24.364
12/12/2007,1.708,-23.939
12/11/2007,1.643,-22.318
12/10/2007,1.687,-21.624
12/07/2007,1.662,-21.745
12/06/2007,1.551,-18.298
12/05/2007,1.498,-18.174
12/04/2007,1.516,-19.770
12/03/2007,1.590,-20.650
11/30/2007,1.625,-20.430
11/29/2007,1.550,-21.290
11/28/2007,1.620,-21.065
11/27/2007,1.595,-20.774
11/26/2007,1.585,-20.575
11/23/2007,1.601,-20.604
11/22/2007,1.553,-20.077
11/21/2007,1.589,-20.626
11/20/2007,1.628,-20.581
11/19/2007,1.619,-20.529
11/16/2007,1.626,-20.399
11/15/2007,1.622,-21.590
11/14/2007,1.666,-22.416
11/13/2007,1.661,-22.281
11/12/2007,1.678,-22.910
11/09/2007,1.668,-23.618
11/08/2007,1.698,-23.892
11/07/2007,1.721,-24.238
11/06/2007,1.751,-24.066
11/05/2007,1.767,-24.390
11/02/2007,1.771,-24.720
11/01/2007,1.811,-24.782
10/31/2007,1.846,-24.211
10/30/2007,1.806,-24.086
10/29/2007,1.794,-23.235
10/26/2007,1.816,-22.903
10/25/2007,1.820,-23.733
10/24/2007,1.798,-23.634
10/23/2007,1.837,-23.138
10/22/2007,1.842,-22.889
10/19/2007,1.828,-23.926
10/18/2007,1.883,-23.487
10/17/2007,1.906,-24.041
10/16/2007,1.935,-25.461
10/15/2007,1.934,-25.961
10/12/2007,1.904,-25.867
10/11/2007,1.861,-25.947
10/10/2007,1.841,-26.168
10/09/2007,1.776,-23.840
10/08/2007,1.830,-23.841
10/05/2007,1.832,-24.497
10/04/2007,1.811,-23.789
10/03/2007,1.815,-22.937
10/02/2007,1.815,-22.210
10/01/2007,1.840,-21.570
09/28/2007,1.806,-20.656
09/27/2007,1.894,-22.528
09/26/2007,1.911,-21.688
09/25/2007,1.876,-21.267
09/24/2007,1.892,-21.506
09/21/2007,1.893,-23.706
09/20/2007,1.816,-23.054
09/19/2007,1.792,-22.271
09/18/2007,1.780,-24.105
09/17/2007,1.739,-22.330
09/14/2007,1.741,-22.164
09/13/2007,1.800,-22.303
09/12/2007,1.779,-22.286
09/11/2007,1.812,-21.914
09/10/2007,1.823,-20.819
09/07/2007,1.861,-21.899
09/06/2007,1.913,-23.613
09/05/2007,1.934,-25.056
09/04/2007,1.969,-26.852
09/03/2007,1.998,-25.546
08/31/2007,2.015,-26.248
08/30/2007,2.041,-25.320
08/29/2007,2.078,-26.102
08/28/2007,2.108,-26.975
08/27/2007,2.143,-26.595
08/24/2007,2.143,-26.595
08/23/2007,2.138,-26.647
08/22/2007,2.183,-26.764
08/21/2007,2.133,-25.107
08/20/2007,2.155,-26.069
08/17/2007,2.148,-26.498
08/16/2007,2.161,-26.043
08/15/2007,2.182,-26.196
08/14/2007,2.182,-25.793
08/13/2007,2.226,-27.659
08/10/2007,2.209,-27.437
08/09/2007,2.195,-27.471
08/08/2007,2.212,-28.523
08/07/2007,2.171,-27.449
08/06/2007,2.177,-27.826
08/03/2007,2.155,-27.781
08/02/2007,2.216,-27.940
08/01/2007,2.230,-28.169
07/31/2007,2.229,-29.504
07/30/2007,2.239,-27.847
07/27/2007,2.265,-27.690
07/26/2007,2.249,-27.227
07/25/2007,2.279,-27.457
07/24/2007,2.305,-28.872
07/23/2007,2.331,-28.621
07/20/2007,2.271,-28.896
07/19/2007,2.317,-29.070
07/18/2007,2.355,-27.416
07/17/2007,2.420,-27.936
07/16/2007,2.419,-27.379
07/13/2007,2.436,-27.685
07/12/2007,2.378,-28.737
07/11/2007,2.370,-29.594
07/10/2007,2.331,-29.981
07/09/2007,2.441,-31.347
07/06/2007,2.436,-31.790
07/05/2007,2.418,-31.838
07/04/2007,2.395,-31.160
07/03/2007,2.366,-31.605
07/02/2007,2.311,-31.252
06/29/2007,2.347,-32.512
06/28/2007,2.332,-28.625
06/27/2007,2.331,-29.364
06/26/2007,2.312,-31.039
06/25/2007,2.309,-32.617
06/22/2007,2.305,-32.797
06/21/2007,2.290,-32.645
06/20/2007,2.312,-33.444
06/19/2007,2.313,-34.641
06/18/2007,2.358,-33.481
06/15/2007,2.343,-30.216
06/14/2007,2.324,-30.824
06/13/2007,2.325,-31.197
06/12/2007,2.292,-32.133
06/11/2007,2.257,-27.306
06/08/2007,2.272,-25.688
06/07/2007,2.250,-26.442
06/06/2007,2.194,-27.555
06/05/2007,2.249,-28.107
06/04/2007,2.240,-27.561
06/01/2007,2.232,-28.460
05/31/2007,2.223,-27.611
05/30/2007,2.228,-26.641
05/29/2007,2.220,-26.295
05/28/2007,2.225,-25.771
05/25/2007,2.225,-25.771
05/24/2007,2.199,-25.794
05/23/2007,2.215,-24.731
05/22/2007,2.175,-24.495
05/21/2007,2.199,-25.026
05/18/2007,2.193,-24.030
05/17/2007,2.181,-24.078
05/16/2007,2.161,-24.031
05/15/2007,2.178,-23.579
05/14/2007,2.181,-22.932
05/11/2007,2.128,-22.380
05/10/2007,2.148,-22.458
05/09/2007,2.131,-22.705
05/08/2007,2.128,-22.342
05/07/2007,2.159,-21.330
05/04/2007,2.159,-21.330
05/03/2007,2.177,-22.324
05/02/2007,2.135,-21.875
05/01/2007,2.114,-23.673
04/30/2007,2.055,-22.720
04/27/2007,2.151,-23.347
04/26/2007,2.129,-21.818
04/25/2007,2.086,-21.690
04/24/2007,2.085,-22.258
04/23/2007,2.087,-22.196
04/20/2007,2.086,-22.890
04/19/2007,2.085,-22.594
04/18/2007,2.053,-22.391
04/17/2007,2.087,-21.460
04/16/2007,2.095,-21.888
04/13/2007,2.126,-21.638
04/12/2007,2.084,-21.781
04/11/2007,2.054,-21.265
04/10/2007,2.064,-20.576
04/09/2007,2.044,-20.931
04/06/2007,2.044,-20.931
04/05/2007,2.044,-20.931
04/04/2007,2.023,-21.510
04/03/2007,2.029,-22.589
04/02/2007,1.975,-23.138
03/30/2007,1.959,-21.912
03/29/2007,1.950,-21.963
03/28/2007,1.930,-21.521
03/27/2007,1.945,-20.105
03/26/2007,1.896,-20.594
03/23/2007,1.895,-22.619
03/22/2007,1.873,-23.119
03/21/2007,1.846,-22.602
03/20/2007,1.843,-22.117
03/19/2007,1.850,-21.758
03/16/2007,1.824,-21.113
03/15/2007,1.836,-22.679
03/14/2007,1.788,-21.475
03/13/2007,1.812,-20.810
03/12/2007,1.833,-20.966
03/09/2007,1.832,-21.555
03/08/2007,1.779,-21.327
03/07/2007,1.777,-20.636
03/06/2007,1.759,-21.118
03/05/2007,1.752,-21.153
03/02/2007,1.765,-22.418
03/01/2007,1.757,-21.262
02/28/2007,1.780,-22.653
02/27/2007,1.783,-22.010
02/26/2007,1.833,-22.031
02/23/2007,1.879,-22.206
02/22/2007,1.917,-22.622
02/21/2007,1.866,-21.856
02/20/2007,1.884,-22.603
02/19/2007,1.875,-22.337
02/16/2007,1.853,-22.488
02/15/2007,1.847,-22.608
02/14/2007,1.924,-22.977
02/13/2007,1.944,-23.532
02/12/2007,1.952,-23.244
02/09/2007,1.936,-22.011
02/08/2007,1.873,-21.648
02/07/2007,1.908,-23.547
02/06/2007,1.929,-24.270
02/05/2007,1.936,-23.619
02/02/2007,1.950,-24.111
02/01/2007,1.972,-25.518
01/31/2007,1.922,-23.992
01/30/2007,1.949,-24.627
01/29/2007,1.965,-25.046
01/26/2007,1.943,-24.663
01/25/2007,1.899,-24.326
01/24/2007,1.843,-24.595
