Date,1d,1w,2w,3w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,15m,18m,21m,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,30y
06/11/2013,2.49666,2.49709,2.49744,2.49846,2.49659,2.49227,2.49069,2.48459,2.47924,2.47748,2.47824,2.48055,2.487,2.49825,2.50988,2.52461,2.57426,2.63927,2.71881,2.81163,3.1298,3.38822,3.60783,3.81781,3.99657,4.14099,4.25656,4.35117,4.51367,4.64647,4.71787,4.77276
07/11/2013,2.49647,2.49691,2.49761,2.49824,2.49589,2.49061,2.4884,2.48154,2.47541,2.47076,2.46802,2.46824,2.47064,2.47761,2.4861,2.49958,2.53884,2.59769,2.67164,2.76331,3.07599,3.33693,3.55912,3.7665,3.94532,4.08975,4.2079,4.30252,4.46509,4.59784,4.66926,4.72418
08/11/2013,2.49598,2.49642,2.49728,2.49805,2.49491,2.49155,2.4898,2.48135,2.4751,2.47261,2.47245,2.47491,2.47998,2.48933,2.50128,2.51485,2.56075,2.63466,2.71258,2.74734,3.03752,3.294,3.51605,3.72339,3.90714,4.05923,4.17986,4.26942,4.4319,4.56471,4.6361,4.69103
11/11/2013,2.49615,2.49659,2.49732,2.49804,2.49483,2.49208,2.48915,2.48181,2.47615,2.4737,2.47266,2.47466,2.47934,2.48832,2.49931,2.51255,2.55859,2.62274,2.7006,2.77119,3.08375,3.34463,3.56929,3.78692,3.97075,4.12539,4.24873,4.34079,4.50332,4.63613,4.70754,4.76243
12/11/2013,2.49577,2.49621,2.49702,2.49781,2.49432,2.49174,2.49046,2.48481,2.47947,2.47693,2.47641,2.47903,2.48416,2.49263,2.50152,2.51505,2.55643,2.62697,2.69983,2.79182,3.11191,3.38051,3.61027,3.82668,4.01679,4.17415,4.29991,4.3945,4.55704,4.68727,4.76121,4.81608
13/11/2013,2.4955,2.49594,2.4963,2.49658,2.49312,2.49017,2.48665,2.48067,2.47604,2.47321,2.4719,2.47292,2.47631,2.48279,2.49031,2.50204,2.54047,2.5966,2.66958,2.76662,3.08885,3.35525,3.5901,3.80901,3.99919,4.15635,4.28216,4.37933,4.54938,4.68259,4.75661,4.81142
14/11/2013,2.49531,2.49575,2.49655,2.49622,2.4934,2.4903,2.48677,2.48203,2.47724,2.47346,2.47181,2.47277,2.47549,2.48046,2.48657,2.49731,2.52727,2.57647,2.64425,2.73981,3.04525,3.30647,3.53627,3.75514,3.94538,4.10258,4.22587,4.32307,4.49317,4.62633,4.70548,4.76031
15/11/2013,2.49419,2.49463,2.49541,2.49367,2.49193,2.49026,2.48687,2.48198,2.47806,2.4763,2.4756,2.47657,2.47935,2.48418,2.49112,2.50118,2.53188,2.58284,2.65013,2.73226,3.01194,3.27628,3.51103,3.73242,3.92505,4.08481,4.21062,4.31044,4.48044,4.61621,4.70809,4.7629
18/11/2013,2.49463,2.49507,2.49596,2.4941,2.49249,2.48964,2.4842,2.47824,2.47355,2.47112,2.46988,2.47055,2.47256,2.47666,2.48264,2.49229,2.52228,2.57332,2.6409,2.72235,3.01974,3.2837,3.51849,3.7348,3.92998,4.08461,4.21056,4.31028,4.48033,4.61613,4.72849,4.78326
19/11/2013,2.49368,2.49412,2.49462,2.49135,2.48996,2.49042,2.48855,2.4847,2.48083,2.47851,2.47755,2.47889,2.48161,2.48735,2.49385,2.50413,2.53564,2.58772,2.65762,2.72323,3.03251,3.29412,3.5289,3.74522,3.93526,4.09004,4.21582,4.31552,4.48557,4.62133,4.73878,4.79354
